Episode Number,Cart Position,Cart Velocity,Pole Angle,Pole Angular Velocity,Action,Exploration Rate,Reward,Score
1,0.031116175,-0.16434982,0.0011041588,0.27174622,0,1.0,1.0,1
1,0.027829178,0.030756362,0.006539083,-0.020588256,1,1.0,1.0,2
1,0.028444305,0.22578393,0.006127318,-0.3112009,1,1.0,1.0,3
1,0.032959983,0.03057522,-9.669957e-05,-0.016591888,0,1.0,1.0,4
1,0.03357149,-0.16454534,-0.00042853734,0.27606052,0,1.0,1.0,5
1,0.03028058,-0.3596612,0.005092673,0.5686083,0,1.0,1.0,6
1,0.023087358,-0.16461103,0.016464839,0.27753407,1,1.0,1.0,7
1,0.019795137,-0.35996395,0.02201552,0.5753642,0,1.0,1.0,8
1,0.0125958575,-0.16515744,0.033522803,0.28969726,1,1.0,1.0,9
1,0.009292709,0.029470857,0.039316747,0.007772698,1,1.0,1.0,10
1,0.009882126,-0.16619225,0.039472204,0.31259668,0,1.0,1.0,11
1,0.006558281,-0.36185366,0.045724135,0.617462,0,1.0,1.0,12
1,-0.00067879184,-0.5575835,0.058073375,0.92418814,0,1.0,1.0,13
1,-0.011830462,-0.36329207,0.07655714,0.6503063,1,1.0,1.0,14
1,-0.019096304,-0.16931525,0.089563265,0.3826791,1,1.0,1.0,15
1,-0.02248261,0.024428459,0.097216845,0.11952478,1,1.0,1.0,16
1,-0.02199404,-0.17194223,0.09960734,0.44122672,0,1.0,1.0,17
1,-0.025432885,0.021639451,0.108431876,0.18152964,1,1.0,1.0,18
1,-0.025000095,-0.17485355,0.11206247,0.5063547,0,1.0,1.0,19
1,-0.028497165,-0.37136143,0.12218957,0.8321451,0,1.0,1.0,20
1,-0.035924394,-0.56792235,0.13883246,1.1606226,0,1.0,1.0,21
1,-0.04728284,-0.7645525,0.16204491,1.4934156,0,1.0,1.0,22
1,-0.062573895,-0.9612323,0.19191323,1.8320034,0,1.0,1.0,23
1,-0.08179854,-1.1578914,0.2285533,2.1776533,0,1.0,1.0,24
2,0.031116175,-0.16434982,0.0011041588,0.27174622,0,1.0,1.0,1
2,0.027829178,0.030756362,0.006539083,-0.020588256,1,1.0,1.0,2
2,0.028444305,0.22578393,0.006127318,-0.3112009,1,1.0,1.0,3
2,0.032959983,0.42081806,-9.669957e-05,-0.60194516,1,1.0,1.0,4
2,0.041376345,0.22569746,-0.0121356025,-0.30929267,0,1.0,1.0,5
