Episode Number,Cart Position,Cart Velocity,Pole Angle,Pole Angular Velocity,Action,Exploration Rate,Reward,Score
1,0.031116175,0.22589402,0.0011041588,-0.31361887,1,1.0,1.0,1
1,0.035634056,0.030756354,-0.005168218,-0.020587917,0,1.0,1.0,2
1,0.036249183,-0.1642911,-0.0055799764,0.27045992,0,1.0,1.0,3
1,0.032963358,0.030910034,-0.00017077847,-0.023977738,1,1.0,1.0,4
1,0.03358156,-0.16420947,-0.0006503332,0.2686513,0,1.0,1.0,5
1,0.03029737,0.030921757,0.004722693,-0.024236673,1,1.0,1.0,6
1,0.030915806,-0.1642676,0.004237959,0.26993257,0,1.0,1.0,7
1,0.027630454,-0.35944977,0.009636611,0.56394917,0,1.0,1.0,8
1,0.020441458,-0.5547056,0.020915594,0.8596524,0,1.0,1.0,9
1,0.009347347,-0.7501061,0.038108643,1.1588378,0,1.0,1.0,10
1,-0.0056547755,-0.5555009,0.0612854,0.87834316,1,1.0,1.0,11
1,-0.016764794,-0.7513997,0.07885226,1.1896464,0,1.0,1.0,12
1,-0.031792786,-0.94745004,0.10264519,1.5059667,0,1.0,1.0,13
1,-0.050741788,-0.753712,0.13276452,1.2470138,1,1.0,1.0,14
1,-0.06581603,-0.95026284,0.1577048,1.5781637,0,1.0,1.0,15
1,-0.084821284,-0.7573319,0.18926807,1.3385319,1,1.0,1.0,16
1,-0.09996793,-0.56502914,0.21603872,1.1105422,1,1.0,1.0,17
2,0.031116175,0.22589402,0.0011041588,-0.31361887,1,1.0,1.0,1
2,0.035634056,0.4210002,-0.005168218,-0.60595334,1,1.0,1.0,2
2,0.044054057,0.61619407,-0.017287286,-0.9002597,1,1.0,1.0,3
2,0.05637794,0.42131057,-0.03529248,-0.6130603,0,1.0,1.0,4
2,0.06480415,0.22669914,-0.047553685,-0.33169878,0,1.0,1.0,5
2,0.069338135,0.42246458,-0.05418766,-0.6389905,1,1.0,1.0,6
2,0.07778743,0.22813837,-0.06696747,-0.3638524,0,1.0,1.0,7
2,0.082350194,0.424145,-0.07424452,-0.6768771,1,1.0,1.0,8
2,0.09083309,0.23012887,-0.08778206,-0.40846244,0,1.0,1.0,9
2,0.09543567,0.0363541,-0.09595131,-0.14469422,0,1.0,1.0,10
2,0.09616275,0.23270987,-0.09884519,-0.4660395,1,1.0,1.0,11
2,0.10081695,0.03911333,-0.10816599,-0.20607537,0,1.0,1.0,12
2,0.10159922,-0.15430896,-0.11228749,0.050623644,0,1.0,1.0,13
2,0.09851304,-0.3476567,-0.11127502,0.3058756,0,1.0,1.0,14
2,0.0915599,-0.1511395,-0.10515751,-0.019724492,1,1.0,1.0,15
2,0.08853711,-0.3446085,-0.105551995,0.23801659,0,0.999,1.0,16
2,0.081644945,-0.14814939,-0.10079166,-0.086006716,1,0.998001,1.0,17
2,0.07868195,-0.34169295,-0.1025118,0.17325263,0,0.997002999,1.0,18
2,0.071848094,-0.5352097,-0.099046744,0.4319182,0,0.996005996001,1.0,19
2,0.061143905,-0.33883506,-0.090408385,0.10972776,1,0.995009990004999,1.0,20
2,0.054367203,-0.532553,-0.088213824,0.37257406,0,0.994014980014994,1.0,21
2,0.04371614,-0.7263183,-0.08076234,0.6361906,0,0.993020965034979,1.0,22
2,0.029189777,-0.9202265,-0.06803853,0.9023866,0,0.9920279440699441,1.0,23
2,0.010785245,-0.7242521,-0.049990803,0.58911717,1,0.9910359161258742,1.0,24
2,-0.0036997963,-0.9186397,-0.03820846,0.86564314,0,0.9900448802097482,1.0,25
2,-0.02207259,-0.7230191,-0.020895595,0.5611959,1,0.9890548353295385,1.0,26
2,-0.036532972,-0.9178417,-0.009671676,0.8472231,0,0.988065780494209,1.0,27
2,-0.054889806,-0.72258914,0.007272786,0.55151457,1,0.9870777147137147,1.0,28
2,-0.06934159,-0.5275701,0.018303078,0.26113188,1,0.986090636999001,1.0,29
2,-0.07989299,-0.33271414,0.023525715,-0.025722284,1,0.9851045463620021,1.0,30
2,-0.08654728,-0.52816546,0.023011269,0.27428946,0,0.98411944181564,1.0,31
2,-0.097110584,-0.723608,0.028497059,0.5741404,0,0.9831353223738244,1.0,32
2,-0.11158274,-0.5288969,0.039979868,0.2905694,1,0.9821521870514506,1.0,33
2,-0.12216068,-0.3343672,0.045791253,0.0107589,1,0.9811700348643991,1.0,34
2,-0.12884803,-0.53011495,0.046006434,0.31753063,0,0.9801888648295347,1.0,35
2,-0.13945033,-0.72586095,0.052357044,0.6243601,0,0.9792086759647052,1.0,36
2,-0.15396754,-0.53150755,0.06484425,0.3486154,1,0.9782294672887405,1.0,37
2,-0.16459769,-0.3373649,0.071816556,0.07706434,1,0.9772512378214517,1.0,38
2,-0.171345,-0.533439,0.07335784,0.39151326,0,0.9762739865836303,1.0,39
2,-0.18201378,-0.3394306,0.081188105,0.12283125,1,0.9752977125970467,1.0,40
2,-0.18880239,-0.14556001,0.08364473,-0.14317366,1,0.9743224148844496,1.0,41
2,-0.19171359,0.04827061,0.08078126,-0.40834022,1,0.9733480924695651,1.0,42
2,-0.19074817,-0.14789824,0.072614454,-0.091322646,0,0.9723747443770956,1.0,43
2,-0.19370614,0.04611184,0.070788,-0.36024097,1,0.9714023696327185,1.0,44
2,-0.1927839,-0.1499412,0.06358318,-0.046103597,0,0.9704309672630859,1.0,45
2,-0.19578272,0.044214096,0.06266111,-0.3180672,1,0.9694605362958227,1.0,46
2,-0.19489844,0.2383902,0.05629977,-0.59034944,1,0.9684910757595269,1.0,47
2,-0.19013064,0.042527057,0.044492777,-0.2804768,0,0.9675225846837673,1.0,48
2,-0.1892801,0.23698702,0.038883243,-0.55880153,1,0.9665550620990835,1.0,49
2,-0.18454036,0.041341465,0.027707212,-0.25412622,0,0.9655885070369844,1.0,50
2,-0.18371353,-0.15416493,0.022624688,0.047165688,0,0.9646229185299474,1.0,51
2,-0.18679683,0.040625427,0.023568,-0.23829396,1,0.9636582956114175,1.0,52
2,-0.18598431,-0.15482515,0.018802121,0.06172884,0,0.9626946373158061,1.0,53
2,-0.18908082,-0.35021156,0.0200367,0.36028415,0,0.9617319426784903,1.0,54
2,-0.19608505,-0.15538009,0.027242381,0.07398598,1,0.9607702107358118,1.0,55
2,-0.19919266,-0.3508818,0.028722102,0.37513798,0,0.959809440525076,1.0,56
2,-0.20621029,-0.54639965,0.03622486,0.676737,0,0.9588496310845509,1.0,57
2,-0.21713828,-0.35179928,0.0497596,0.3956757,1,0.9578907814534664,1.0,58
2,-0.22417426,-0.15741737,0.057673115,0.11908701,1,0.9569328906720129,1.0,59
2,-0.22732261,0.036832873,0.060054857,-0.1548574,1,0.9559759577813409,1.0,60
2,-0.22658595,-0.15909524,0.056957707,0.15615046,0,0.9550199818235596,1.0,61
2,-0.22976786,0.035166916,0.06008072,-0.11803371,1,0.9540649618417361,1.0,62
2,-0.22906452,0.22937888,0.057720043,-0.39117292,1,0.9531108968798944,1.0,63
2,-0.22447695,0.033487283,0.049896583,-0.0808646,0,0.9521577859830145,1.0,64
