Episode Number,Cart Position,Cart Velocity,Pole Angle,Pole Angular Velocity,Action,Exploration Rate,Reward,Score
1,0.031116175,-0.16434982,0.0011041588,0.27174622,0,1.0,0.042839732486754656,1
1,0.027829178,0.030756362,0.006539083,-0.020588256,1,1.0,-0.5434924270957708,2
1,0.028444305,0.22578393,0.006127318,-0.3112009,1,1.0,0.04117651842534542,3
1,0.032959983,0.03057522,-9.669957e-05,-0.016591888,0,1.0,0.6030618213117123,4
1,0.03357149,-0.16454534,-0.00042853734,0.27606052,0,1.0,-0.03318377712275833,5
1,0.03028058,-0.3596612,0.005092673,0.5686083,0,1.0,-0.4664135631173849,6
1,0.023087358,-0.5548542,0.016464839,0.8628912,0,1.0,-1.1372165754437447,7
1,0.011990273,-0.7501964,0.03372266,1.1607052,0,1.0,-1.7257822677493095,8
1,-0.0030136544,-0.94574106,0.056936767,1.463768,0,1.0,-2.3214105516672134,9
1,-0.021928474,-1.1415124,0.08621213,1.7736796,0,1.0,-2.9275361448526382,10
1,-0.044758722,-0.9474618,0.12168572,1.5089997,1,1.0,-3.5473592579364777,11
1,-0.06370796,-1.1438303,0.15186572,1.8370618,0,1.0,-3.017999976873398,12
1,-0.08658457,-1.3402698,0.18860695,2.1728067,0,1.0,-3.67412269115448,13
1,-0.11338996,-1.5366642,0.23206308,2.5172966,0,1.0,-4.345613718032837,14
2,0.031116175,0.22589402,0.0011041588,-0.31361887,1,1.0,0.042839732486754656,1
2,0.035634056,0.4210002,-0.005168218,-0.60595334,1,1.0,-0.40640593506395817,2
2,0.044054057,0.61619407,-0.017287286,-0.9002597,1,1.0,-1.2119067832827568,3
2,0.05637794,0.81154597,-0.03529248,-1.1983259,1,1.0,-1.8005194142460823,4
2,0.07260886,0.616898,-0.059258997,-0.9169097,0,1.0,-2.396651729941368,5
2,0.08494682,0.812769,-0.07759719,-1.2276124,1,1.0,-1.8338195979595184,6
2,0.1012022,1.0087992,-0.102149434,-1.5435635,1,1.0,-2.455224096775055,7
2,0.12137818,1.2049897,-0.13302071,-1.8662949,1,1.0,-3.0871279537677765,8
2,0.14547798,1.4012935,-0.1703466,-2.1971424,1,1.0,-3.7325888872146606,9
2,0.17350385,1.5976003,-0.21428946,-2.5371804,1,1.0,-4.3942853808403015,10
3,0.031116175,-0.16434982,0.0011041588,0.27174622,0,1.0,0.042839732486754656,1
3,0.027829178,0.030756362,0.006539083,-0.020588256,1,1.0,-0.5434924270957708,2
3,0.028444305,0.22578393,0.006127318,-0.3112009,1,1.0,0.04117651842534542,3
