Episode Number,Cart Position,Cart Velocity,Pole Angle,Pole Angular Velocity,Action,Exploration Rate,Reward,Score
1,0.031116175,-0.16434982,0.0011041588,0.27174622,0,1.0,0.042839732486754656,1
1,0.027829178,0.030756362,0.006539083,-0.020588256,1,1.0,-0.5434924270957708,2
1,0.028444305,-0.16445875,0.006127318,0.27415064,0,1.0,0.04117651842534542,3
1,0.025155129,-0.3596676,0.011610331,0.5687598,0,1.0,-0.5483013112097979,4
1,0.017961778,-0.5549505,0.022985527,0.86507773,0,1.0,-1.1375196278095245,5
1,0.006862769,-0.7503776,0.04028708,1.1648982,0,1.0,-1.730155386030674,6
1,-0.008144783,-0.94600016,0.06358504,1.469935,0,1.0,-2.329796180129051,7
1,-0.027064785,-1.1418397,0.092983745,1.7817823,0,1.0,-2.939870208501816,8
1,-0.049901582,-0.9478784,0.12861939,1.5193949,1,1.0,-3.563564270734787,9
1,-0.06885915,-1.1442994,0.1590073,1.8493025,0,1.0,-3.0387908220291138,10
1,-0.09174514,-0.9512454,0.19599333,1.6099261,1,1.0,-3.6986038088798523,11
1,-0.11077005,-1.1480682,0.22819187,1.9567617,0,1.0,-3.2198533415794373,12
2,0.031116175,-0.16434982,0.0011041588,0.27174622,0,1.0,0.042839732486754656,1
2,0.027829178,-0.3594875,0.006539083,0.5647772,0,1.0,-0.5434924270957708,2
2,0.020639427,-0.1644579,0.017834626,0.27416152,1,1.0,-1.1295543052256107,3
2,0.01735027,0.030405097,0.023317857,-0.012843397,1,1.0,-0.5483230575919151,4
2,0.017958371,-0.16504337,0.023060989,0.28710443,0,1.0,0.025686807930469513,5
2,0.014657504,0.029742248,0.028803078,0.0017830224,1,1.0,-0.5742089822888374,6
2,0.015252349,-0.1657807,0.028838739,0.3034127,0,1.0,-0.0035660341382026672,7
2,0.011936735,-0.3613015,0.03490699,0.60504943,0,1.0,-0.606825202703476,8
2,0.004710705,-0.16668466,0.04700798,0.32356253,1,1.0,-1.2100990861654282,9
2,0.0013770118,0.027737513,0.053479232,0.0460667,1,1.0,-0.6471250206232071,10
2,0.001931762,0.22205344,0.054400567,-0.22927508,1,1.0,-0.09213350713253021,11
2,0.006372831,0.4163575,0.049815062,-0.5043141,1,1.0,0.45855045318603516,12
2,0.014699981,0.6107433,0.039728783,-0.78089154,1,1.0,1.008627936244011,13
2,0.026914846,0.4150984,0.02411095,-0.47597855,0,1.0,1.561783254146576,14
2,0.035216816,0.21964443,0.014591379,-0.1757949,0,1.0,0.951957143843174,15
2,0.039609704,0.02431673,0.011075481,0.12145517,0,1.0,0.3515898250043392,16
