Episode Number,Cart Position,Cart Velocity,Pole Angle,Pole Angular Velocity,Action,Exploration Rate,Reward,Score
1,0.031116175,0.22589402,0.0011041588,-0.31361887,1,1.0,0.042839732486754656,1
1,0.035634056,0.4210002,-0.005168218,-0.60595334,1,1.0,-0.40640593506395817,2
1,0.044054057,0.22595093,-0.017287286,-0.31490275,0,1.0,-1.2119067832827568,3
1,0.048573077,0.4213148,-0.02358534,-0.612987,1,1.0,-0.629805400967598,4
1,0.056999374,0.6167583,-0.035845082,-0.91300416,1,1.0,-1.2259742245078087,5
1,0.06933454,0.81234634,-0.054105163,-1.2167339,1,1.0,-1.8260080367326736,6
1,0.08558147,0.6179623,-0.07843984,-0.94148374,0,1.0,-2.4334676563739777,7
1,0.09794071,0.8140487,-0.09726952,-1.2577467,1,1.0,-1.8829680979251862,8
1,0.114221685,0.62029684,-0.12242445,-0.99704474,0,1.0,-2.515493333339691,9
1,0.12662762,0.81682414,-0.14236535,-1.3255323,1,1.0,-1.9940897822380066,10
1,0.14296411,1.0134275,-0.16887599,-1.659168,1,1.0,-2.651064097881317,11
1,0.16323265,0.8206288,-0.20205936,-1.4234979,0,1.0,-3.318336606025696,12
1,0.17964523,1.0175931,-0.23052931,-1.7719357,1,1.0,-2.846994996070862,13
2,0.031116175,0.22589402,0.0011041588,-0.31361887,1,1.0,0.042839732486754656,1
2,0.035634056,0.030756354,-0.005168218,-0.020587917,0,1.0,-0.40640593506395817,2
2,0.036249183,-0.1642911,-0.0055799764,0.27045992,0,1.0,-0.04117581993341446,3
2,0.032963358,-0.35933298,-0.00017077847,0.56137764,0,1.0,0.5409197881817818,4
2,0.0257767,-0.55445254,0.011056775,0.85400677,0,1.0,-1.0885996744036674,5
2,0.014687649,-0.74972343,0.02813691,1.1501459,0,1.0,-1.7080135643482208,6
2,-0.00030681942,-0.94520104,0.051139828,1.4515175,0,1.0,-2.300291694700718,7
2,-0.019210842,-0.7507434,0.08017018,1.1752408,1,1.0,-2.9030349105596542,8
2,-0.03422571,-0.55674934,0.10367499,0.9087292,1,1.0,-2.3504815995693207,9
2,-0.045360696,-0.36317196,0.121849574,0.65034807,1,1.0,-1.8174581229686737,10
2,-0.052624136,-0.169939,0.13485654,0.39838287,1,1.0,-1.3006962835788727,11
2,-0.056022916,-0.36669058,0.14282419,0.7303584,0,1.0,-0.7967650890350342,12
2,-0.06335673,-0.17380106,0.15743136,0.48581788,1,1.0,-1.4607176184654236,13
2,-0.06683275,-0.37075335,0.16714773,0.8236867,0,1.0,-0.971636176109314,14
2,-0.074247815,-0.56771904,0.18362145,1.1639305,0,1.0,-1.647372543811798,15
2,-0.085602194,-0.3753995,0.20690006,0.9339828,1,1.0,-2.3278608918190002,16
2,-0.09311018,-0.18357833,0.22557972,0.71278316,1,1.0,-1.86796635389328,17
3,0.031116175,0.22589402,0.0011041588,-0.31361887,1,1.0,0.042839732486754656,1
3,0.035634056,0.4210002,-0.005168218,-0.60595334,1,1.0,-0.40640593506395817,2
3,0.044054057,0.61619407,-0.017287286,-0.9002597,1,0.999,-1.2119067832827568,3
3,0.05637794,0.42131057,-0.03529248,-0.6130603,0,0.998001,-1.8005194142460823,4
3,0.06480415,0.22669914,-0.047553685,-0.33169878,0,0.997002999,-1.2261204421520233,5
3,0.069338135,0.032285195,-0.05418766,-0.054383043,0,0.996005996001,-0.6633974611759186,6
3,0.06998384,0.22814056,-0.05527532,-0.36365825,1,0.995009990004999,-0.10876618325710297,7
3,0.07454665,0.03384599,-0.06254849,-0.08890419,0,0.994014980014994,-0.7273167371749878,8
3,0.07522357,0.22980614,-0.06432657,-0.40064687,1,0.993020965034979,-0.17780810594558716,9
3,0.079819694,0.035652813,-0.072339505,-0.12891819,0,0.9920279440699441,-0.8012935519218445,10
3,0.080532745,-0.15836231,-0.074917875,0.1400941,0,0.9910359161258742,-0.2578370273113251,11
3,0.0773655,-0.35233578,-0.07211599,0.40823287,0,0.9900448802097482,0.28018876910209656,12
3,0.07031879,-0.5463651,-0.063951336,0.6773366,0,0.9890548353295385,0.8164651691913605,13
3,0.059391484,-0.35041562,-0.0504046,0.3652244,1,0.988065780494209,1.3546735048294067,14
3,0.052383173,-0.5447864,-0.043100115,0.64159757,0,0.9870777147137147,0.7304485887289047,15
3,0.041487444,-0.34909093,-0.030268162,0.3356595,1,0.986090636999001,1.2831952422857285,16
3,0.034505628,-0.15355161,-0.023554971,0.03358736,1,0.9851045463620021,0.6713191047310829,17
3,0.031434596,0.041900076,-0.022883225,-0.26643336,1,0.98411944181564,0.06717462092638016,18
3,0.032272596,-0.15288793,-0.028211892,0.018945083,0,0.9831353223738244,-0.5328666418790817,19
3,0.029214839,-0.34759417,-0.02783299,0.30259502,0,0.9821521870514506,0.03789011389017105,20
3,0.022262955,-0.5423086,-0.02178109,0.5863717,0,0.9811700348643991,0.6051899865269661,21
3,0.011416782,-0.73711884,-0.010053655,0.8721146,0,0.9801888648295347,1.1727435514330864,22
3,-0.0033255946,-0.9321026,0.007388637,1.1616198,0,0.9792086759647052,0.26650181971490383,23
3,-0.021967648,-1.12732,0.030621033,1.4566102,0,0.9782294672887405,-2.3232396692037582,24
3,-0.04451405,-1.3228041,0.059753235,1.7586999,0,0.9772512378214517,-2.913220226764679,25
3,-0.07097013,-1.1284076,0.09492724,1.4851825,1,0.9762739865836303,-3.517400100827217,26
3,-0.093538284,-0.9345623,0.12463088,1.2235905,1,0.9752977125970467,-2.9703646898269653,27
3,-0.112229526,-1.1310494,0.1491027,1.5525819,0,0.9743224148844496,-2.4471819400787354,28
3,-0.13485052,-0.9379967,0.18015434,1.3098896,1,0.9733480924695651,-3.10516357421875,29
3,-0.15361045,-0.745555,0.20635213,1.0785781,1,0.9723747443770956,-2.619779109954834,30
3,-0.16852155,-0.94271487,0.22792369,1.4282817,0,0.9714023696327185,-2.1571561694145203,31
4,0.031116175,-0.16434982,0.0011041588,0.27174622,0,0.9714023696327185,0.042839732486754656,1
4,0.027829178,0.030756362,0.006539083,-0.020588256,1,0.9704309672630859,-0.5434924270957708,2
