Episode Number,Cart Position,Cart Velocity,Pole Angle,Pole Angular Velocity,Action,Exploration Rate,Reward,Score
1,0.031116175,0.22589402,0.0011041588,-0.31361887,1,1.0,1.0,1
1,0.035634056,0.030756354,-0.005168218,-0.020587917,0,1.0,1.0,2
1,0.036249183,0.22595204,-0.0055799764,-0.31489697,1,1.0,1.0,3
1,0.04076822,0.42115304,-0.011877917,-0.6093344,1,1.0,1.0,4
1,0.04919128,0.616439,-0.024064604,-0.9057347,1,1.0,1.0,5
1,0.061520062,0.42165104,-0.042179298,-0.6207117,0,1.0,1.0,6
1,0.069953084,0.22714272,-0.054593533,-0.34160575,0,1.0,1.0,7
1,0.07449594,0.4229972,-0.06142565,-0.6509923,1,1.0,1.0,8
1,0.08295588,0.22878213,-0.07444549,-0.3782669,0,1.0,1.0,9
1,0.08753152,0.034792036,-0.082010835,-0.109954506,0,1.0,1.0,10
1,0.08822736,-0.1590648,-0.08420992,0.15576926,0,1.0,1.0,11
1,0.08504607,0.037155576,-0.08109454,-0.1622468,1,1.0,1.0,12
1,0.08578918,-0.15671745,-0.08433947,0.10379136,0,1.0,1.0,13
1,0.082654834,0.039505556,-0.08226365,-0.21426336,1,1.0,1.0,14
1,0.083444946,-0.15434983,-0.08654891,0.05137813,0,1.0,1.0,15
1,0.08035795,0.041899644,-0.08552135,-0.26730788,1,1.0,1.0,16
1,0.081195936,0.2381314,-0.090867504,-0.5856924,1,1.0,1.0,17
1,0.08595857,0.43440074,-0.10258135,-0.90556014,1,1.0,1.0,18
1,0.09464658,0.630751,-0.12069256,-1.2286433,1,1.0,1.0,19
1,0.1072616,0.8272014,-0.14526543,-1.5565728,1,1.0,1.0,20
1,0.12380563,1.023734,-0.17639688,-1.8908247,1,1.0,1.0,21
1,0.14428031,0.83091205,-0.21421337,-1.6576722,0,1.0,1.0,22
2,0.031116175,-0.16434982,0.0011041588,0.27174622,0,1.0,1.0,1
2,0.027829178,-0.3594875,0.006539083,0.5647772,0,1.0,1.0,2
2,0.020639427,-0.5547006,0.017834626,0.85951304,0,1.0,1.0,3
2,0.009545416,-0.35982603,0.03502489,0.5724908,1,1.0,1.0,4
2,0.002348895,-0.5554211,0.046474703,0.87599874,0,1.0,1.0,5
2,-0.008759528,-0.751143,0.063994676,1.1829231,0,1.0,1.0,6
2,-0.023782387,-0.5569071,0.08765314,0.9109673,1,1.0,1.0,7
2,-0.03492053,-0.7530988,0.10587248,1.2298621,0,1.0,1.0,8
2,-0.049982507,-0.94941145,0.13046972,1.5537506,0,1.0,1.0,9
2,-0.06897073,-1.1458337,0.16154474,1.8841293,0,1.0,1.0,10
2,-0.09188741,-0.95279676,0.19922732,1.6456318,1,0.999,1.0,11
2,-0.11094335,-0.7604853,0.23213996,1.4210566,1,0.998001,1.0,12
3,0.031116175,0.22589402,0.0011041588,-0.31361887,1,0.998001,1.0,1
3,0.035634056,0.030756354,-0.005168218,-0.020587917,0,0.997002999,1.0,2
3,0.036249183,0.22595204,-0.0055799764,-0.31489697,1,0.996005996001,1.0,3
3,0.04076822,0.030910019,-0.011877917,-0.02397901,0,0.995009990004999,1.0,4
3,0.04138642,0.22620028,-0.012357497,-0.32038575,1,0.994014980014994,1.0,5
3,0.04591043,0.421496,-0.018765211,-0.61694,1,0.993020965034979,1.0,6
3,0.054340348,0.61687505,-0.031104011,-0.9154736,1,0.9920279440699441,1.0,7
3,0.066677846,0.4221872,-0.049413484,-0.6327262,0,0.9910359161258742,1.0,8
3,0.0751216,0.22778818,-0.062068008,-0.35600525,0,0.9900448802097482,1.0,9
3,0.07967736,0.42373517,-0.06918811,-0.66759604,1,0.9890548353295385,1.0,10
3,0.08815206,0.6197476,-0.082540035,-0.9812363,1,0.988065780494209,1.0,11
3,0.10054701,0.8158729,-0.10216476,-1.298662,1,0.9870777147137147,1.0,12
3,0.11686447,1.0121328,-0.128138,-1.6215008,1,0.986090636999001,1.0,13
3,0.13710712,1.2085099,-0.16056801,-1.9512211,1,0.9851045463620021,1.0,14
3,0.16127732,1.0154186,-0.19959244,-1.7123144,0,0.98411944181564,1.0,15
3,0.1815857,1.2121944,-0.23383872,-2.0599098,1,0.9831353223738244,1.0,16
4,0.031116175,-0.16434982,0.0011041588,0.27174622,0,0.9831353223738244,1.0,1
4,0.027829178,0.030756362,0.006539083,-0.020588256,1,0.9821521870514506,1.0,2
4,0.028444305,-0.16445875,0.006127318,0.27415064,0,0.9811700348643991,1.0,3
4,0.025155129,-0.3596676,0.011610331,0.5687598,0,0.9801888648295347,1.0,4
4,0.017961778,-0.5549505,0.022985527,0.86507773,0,0.9792086759647052,1.0,5
4,0.006862769,-0.7503776,0.04028708,1.1648982,0,0.9782294672887405,1.0,6
4,-0.008144783,-0.94600016,0.06358504,1.469935,0,0.9772512378214517,1.0,7
4,-0.027064785,-1.1418397,0.092983745,1.7817823,0,0.9762739865836303,1.0,8
4,-0.049901582,-1.3378763,0.12861939,2.1018646,0,0.9752977125970467,1.0,9
4,-0.076659106,-1.1442589,0.17065668,1.8515475,1,0.9743224148844496,1.0,10
4,-0.09954429,-1.3407983,0.20768763,2.1920037,0,0.9733480924695651,1.0,11
4,-0.12636025,-1.1482025,0.2515277,1.9699405,1,0.9723747443770956,1.0,12
5,0.031116175,0.22589402,0.0011041588,-0.31361887,1,0.9723747443770956,1.0,1
5,0.035634056,0.030756354,-0.005168218,-0.020587917,0,0.9714023696327185,1.0,2
5,0.036249183,0.22595204,-0.0055799764,-0.31489697,1,0.9704309672630859,1.0,3
5,0.04076822,0.42115304,-0.011877917,-0.6093344,1,0.9694605362958227,1.0,4
5,0.04919128,0.616439,-0.024064604,-0.9057347,1,0.9684910757595269,1.0,5
5,0.061520062,0.8118784,-0.042179298,-1.2058833,1,0.9675225846837673,1.0,6
5,0.077757634,1.0075192,-0.066296965,-1.5114806,1,0.9665550620990835,1.0,7
5,0.09790801,1.2033787,-0.09652658,-1.8241013,1,0.9655885070369844,1.0,8
5,0.12197559,1.3994303,-0.1330086,-2.1451445,1,0.9646229185299474,1.0,9
5,0.1499642,1.5955895,-0.17591149,-2.4757738,1,0.9636582956114175,1.0,10
5,0.18187599,1.7916965,-0.22542697,-2.8168464,1,0.9626946373158061,1.0,11
6,0.031116175,0.22589402,0.0011041588,-0.31361887,1,0.9626946373158061,1.0,1
6,0.035634056,0.030756354,-0.005168218,-0.020587917,0,0.9617319426784903,1.0,2
6,0.036249183,0.22595204,-0.0055799764,-0.31489697,1,0.9607702107358118,1.0,3
6,0.04076822,0.030910019,-0.011877917,-0.02397901,0,0.959809440525076,1.0,4
6,0.04138642,0.22620028,-0.012357497,-0.32038575,1,0.9588496310845509,1.0,5
6,0.04591043,0.421496,-0.018765211,-0.61694,1,0.9578907814534664,1.0,6
6,0.054340348,0.61687505,-0.031104011,-0.9154736,1,0.9569328906720129,1.0,7
6,0.066677846,0.4221872,-0.049413484,-0.6327262,0,0.9559759577813409,1.0,8
6,0.0751216,0.22778818,-0.062068008,-0.35600525,0,0.9550199818235596,1.0,9
